date,MONTAIRE,ETF_GROWTH,ETF_VALUE,ETF_CAC,ETF_SPX
2022-09-15,96.981,128.53,189.63,60.56,74.75
2022-09-16,96.982,126.52,186.7,59.72,73.267
2022-09-19,96.984,127.04,188.43,59.6,73.596
2022-09-20,96.987,125.02,185.41,58.77,73.657
2022-09-21,96.988,125.36,181.68,59.34,74.669
2022-09-22,96.989,124.11,179.61,58.28,72.875
2022-09-23,96.991,121.27,172.45,56.95,72.276
2022-09-26,96.992,120.95,169.02,56.83,72.791
2022-09-27,96.995,120.46,168.98,56.67,72.719
2022-09-28,96.996,120.16,173.42,56.79,72.829
2022-09-29,96.997,118.18,170.45,55.91,70.955
2022-09-30,96.997,119.27,168.71,56.7,71.324
2022-10-03,97.001,120.52,174.96,57.03,71.001
2022-10-04,97.002,124.19,182.23,59.41,72.282
2022-10-05,97.004,122.92,182.53,58.81,72.303
2022-10-06,97.006,122.04,181.66,58.34,73.171
2022-10-07,97.006,120.98,178.76,57.71,71.488
2022-10-10,97.009,120.66,176.96,57.45,71.115
2022-10-11,97.011,119.77,175.46,57.38,70.724
2022-10-12,97.012,118.81,176.26,57.24,70.55
2022-10-13,97.013,120.68,182.11,57.82,70.527
2022-10-14,97.014,120.4,178.63,58.38,70.87
2022-10-17,97.017,122.74,182.46,59.4,71.415
2022-10-18,97.019,123.48,185.23,59.66,71.704
2022-10-19,97.02,123.2,184.84,59.44,72.199
2022-10-20,97.021,123.97,185.18,59.84,72.14
2022-10-21,97.022,124.44,190.46,59.35,71.879
2022-10-24,97.026,124.87,191.1,60.28,72.943
2022-10-25,97.028,126.3,193.79,61.49,73.53
2022-10-26,97.03,127.79,195.45,61.77,73.485
2022-10-27,97.03,128.01,195.58,61.44,73.197
2022-10-28,97.032,128.42,197.8,61.68,74.079
2022-10-31,97.032,128.82,197.91,61.64,74.751
2022-11-01,97.032,128.82,197.91,61.64,74.751
2022-11-02,97.036,129.34,194.8,61.77,74.034
2022-11-03,97.039,129.85,195.1,61.43,73.142
2022-11-04,97.042,131.86,199.16,63.09,71.864
2022-11-07,97.05,132.05,202.05,63.14,72.274
2022-11-08,97.056,132.86,202.39,63.4,72.991
2022-11-09,97.059,132.04,196.6,63.25,72.033
2022-11-10,97.063,135.12,204.8,64.54,73.624
2022-11-11,97.063,135.12,204.8,64.54,73.624
2022-11-14,97.076,135.33,205.97,65.0,73.607
2022-11-15,97.082,136.44,207.53,65.35,73.953
2022-11-16,97.085,135.08,203.17,65.0,72.812
2022-11-17,97.089,134.79,202.41,64.71,72.539
2022-11-18,97.092,135.76,202.28,65.34,73.031
2022-11-21,97.099,135.84,200.8,65.28,73.488
2022-11-22,97.104,137.0,204.05,65.48,73.939
2022-11-23,97.108,137.07,203.92,65.65,74.133
2022-11-24,97.108,137.07,203.92,65.65,74.133
2022-11-25,97.115,137.29,204.05,66.04,74.001
2022-11-28,97.125,136.32,200.23,65.61,73.341
2022-11-29,97.13,137.17,202.35,65.63,72.827
2022-11-30,97.133,138.25,205.88,66.27,73.283
2022-12-01,97.137,138.09,205.01,66.52,74.095
2022-12-02,97.14,138.62,205.63,66.38,73.758
2022-12-05,97.149,137.98,200.97,65.99,73.134
2022-12-06,97.153,137.31,198.49,65.8,71.932
2022-12-07,97.158,136.48,197.29,65.49,71.556
2022-12-08,97.161,136.68,197.73,65.35,71.681
2022-12-09,97.165,137.03,195.21,65.59,71.941
2022-12-12,97.176,136.71,198.19,65.39,71.721
2022-12-13,97.18,138.37,200.06,66.27,72.868
2022-12-14,97.184,138.13,199.1,66.13,72.584
2022-12-15,97.187,135.1,196.1,64.08,69.941
2022-12-16,97.19,134.29,194.36,63.43,69.402
2022-12-19,97.2,134.37,192.84,63.59,68.942
2022-12-20,97.204,134.66,195.06,63.42,68.636
2022-12-21,97.207,137.09,198.08,64.72,69.99
2022-12-22,97.211,135.88,195.46,64.07,68.764
2022-12-23,97.216,136.02,197.9,64.03,68.936
2022-12-26,97.216,136.02,197.9,64.03,68.936
2022-12-27,97.232,136.3,198.6,64.54,68.942
2022-12-28,97.241,135.28,195.58,64.18,68.575
2022-12-29,97.245,136.17,198.99,64.8,69.056
2022-12-30,97.25,134.82,199.35,63.81,68.384
2023-01-02,97.25,134.82,199.35,63.81,68.384
2023-01-03,97.269,137.96,198.33,65.38,69.082
2023-01-04,97.273,140.49,202.0,66.79,69.72
2023-01-05,97.278,140.67,203.52,66.65,69.173
2023-01-06,97.282,142.39,207.65,67.61,69.797
2023-01-09,97.294,142.59,207.75,68.09,70.272
2023-01-10,97.3,142.18,209.58,67.67,69.396
2023-01-11,97.304,142.66,209.9,68.22,70.132
2023-01-12,97.309,144.4,212.16,68.78,70.185
2023-01-13,97.313,145.33,213.25,69.19,70.254
2023-01-16,97.313,145.33,213.25,69.19,70.254
2023-01-17,97.331,146.05,212.31,69.68,70.719
2023-01-18,97.335,146.58,208.79,69.77,70.142
2023-01-19,97.339,144.45,208.31,68.39,68.947
2023-01-20,97.343,145.65,211.34,68.82,69.5
2023-01-23,97.358,146.54,212.75,69.22,70.833
2023-01-24,97.364,146.66,212.31,69.37,70.642
2023-01-25,97.369,146.85,214.25,69.3,69.864
2023-01-26,97.374,148.08,216.06,69.8,70.993
2023-01-27,97.378,148.28,215.34,69.82,71.736
2023-01-30,97.391,147.21,213.37,69.71,71.274
2023-01-31,97.397,147.79,216.83,69.7,71.275
2023-02-01,97.402,148.67,217.77,69.59,71.271
2023-02-02,97.406,150.04,216.81,70.5,73.344
2023-02-03,97.411,150.52,215.81,71.16,73.868
2023-02-06,97.427,149.16,214.48,70.21,73.532
2023-02-07,97.431,149.41,216.11,70.13,73.677
2023-02-08,97.436,149.47,215.86,70.01,73.548
2023-02-09,97.442,150.5,212.62,70.69,73.494
2023-02-10,97.447,149.43,214.43,70.12,73.159
2023-02-13,97.463,150.54,215.89,70.92,73.733
2023-02-14,97.472,151.42,215.57,71.03,73.328
2023-02-15,97.477,152.28,214.73,71.87,74.1
2023-02-16,97.483,153.64,213.82,72.53,73.937
2023-02-17,97.489,152.64,212.09,72.27,72.864
2023-02-20,97.489,152.64,212.09,72.27,72.864
2023-02-21,97.514,151.67,208.14,71.86,72.11
2023-02-22,97.52,150.54,208.16,71.78,72.122
2023-02-23,97.526,151.74,208.18,71.94,72.167
2023-02-24,97.532,150.4,207.8,70.63,71.904
2023-02-27,97.549,152.21,208.38,71.75,72.217
2023-02-28,97.558,152.51,207.43,71.48,71.974
2023-03-01,97.562,152.38,208.52,71.08,70.968
2023-03-02,97.568,153.42,209.72,71.59,71.356
2023-03-03,97.575,155.4,212.56,72.27,72.667
2023-03-06,97.592,155.77,211.55,72.53,73.134
2023-03-07,97.601,154.51,208.05,72.2,72.704
2023-03-08,97.606,154.67,206.68,72.05,72.425
2023-03-09,97.612,153.79,200.73,71.96,72.522
2023-03-10,97.617,151.18,196.89,71.01,70.806
2023-03-13,97.637,146.19,192.42,68.94,69.27
2023-03-14,97.643,148.97,194.16,70.26,70.276
2023-03-15,97.648,142.4,188.46,67.7,70.146
2023-03-16,97.654,144.14,190.4,69.11,71.251
2023-03-17,97.661,141.68,185.82,68.18,70.631
2023-03-20,97.68,143.25,188.8,69.04,70.477
2023-03-21,97.686,146.66,193.16,70.04,71.004
2023-03-22,97.692,146.18,188.19,70.25,71.126
2023-03-23,97.699,144.98,185.96,70.31,70.393
2023-03-24,97.707,141.69,186.83,69.1,70.339
2023-03-27,97.723,143.46,190.36,69.73,70.905
2023-03-28,97.73,143.84,191.17,69.82,70.31
2023-03-29,97.737,145.65,193.96,70.78,71.076
2023-03-30,97.745,147.47,194.48,71.57,71.334
2023-03-31,97.752,147.99,196.67,72.13,72.184
2023-04-03,97.771,148.52,200.32,72.37,72.423
2023-04-04,97.779,147.8,197.75,72.35,71.924
2023-04-05,97.786,146.5,198.14,72.02,71.859
2023-04-06,97.793,147.94,197.62,72.13,71.874
2023-04-07,97.793,147.94,197.62,72.13,71.874
2023-04-10,97.793,147.94,197.62,72.13,71.874
2023-04-11,97.827,148.56,202.81,72.76,72.38
2023-04-12,97.836,148.38,202.75,72.82,71.9
2023-04-13,97.843,148.91,204.14,73.63,71.616
2023-04-14,97.85,150.05,204.05,74.03,72.233
2023-04-17,97.872,150.43,205.42,73.87,72.703
2023-04-18,97.88,151.38,205.35,74.23,72.731
2023-04-19,97.887,151.11,204.28,74.4,72.693
2023-04-20,97.894,150.03,201.2,74.27,72.384
2023-04-21,97.902,149.52,201.0,74.64,72.306
2023-04-24,97.924,149.28,202.52,74.74,71.903
2023-04-25,97.932,147.42,199.11,74.51,71.827
2023-04-26,97.939,146.05,197.12,73.91,71.038
2023-04-27,97.947,146.72,199.44,74.12,71.485
2023-04-28,97.954,147.51,201.6,74.29,72.311
2023-05-01,97.954,147.51,201.6,74.29,72.311
2023-05-02,97.984,145.27,195.8,73.27,71.676
2023-05-03,97.993,145.06,194.44,73.47,71.617
2023-05-04,98.0,142.97,191.84,72.78,70.986
2023-05-05,98.007,145.37,195.94,73.74,71.88
2023-05-08,98.007,145.37,195.94,73.74,71.88
2023-05-09,98.007,145.37,195.94,73.74,71.88
2023-05-10,98.045,145.68,194.58,73.25,72.389
2023-05-11,98.052,145.69,192.26,73.52,72.746
2023-05-12,98.06,146.53,191.97,73.79,72.935
2023-05-15,98.085,147.34,193.49,73.95,73.054
2023-05-16,98.094,147.25,189.78,73.83,73.073
2023-05-17,98.102,148.09,193.29,73.82,73.356
2023-05-18,98.102,148.09,193.29,73.82,73.356
2023-05-19,98.117,149.32,193.2,74.72,74.476
2023-05-22,98.141,149.8,194.7,74.8,74.834
2023-05-23,98.15,148.95,194.51,73.86,74.749
2023-05-24,98.158,146.15,192.55,72.61,73.624
2023-05-25,98.166,145.58,189.78,72.37,74.305
2023-05-26,98.174,146.58,190.17,73.28,75.391
2023-05-29,98.174,146.58,190.17,73.28,75.391
2023-05-30,98.206,144.77,189.33,72.5,75.598
2023-05-31,98.213,143.18,187.33,71.4,75.282
2023-06-01,98.221,145.36,190.8,71.82,75.372
2023-06-02,98.229,148.45,195.63,73.15,76.796
2023-06-05,98.255,147.67,194.66,72.44,77.225
2023-06-06,98.263,148.46,197.15,72.61,77.117
2023-06-07,98.271,148.5,200.98,72.55,77.051
2023-06-08,98.279,149.66,201.01,72.71,76.587
2023-06-09,98.288,149.83,200.38,72.62,77.071
2023-06-12,98.312,150.52,200.71,73.06,77.273
2023-06-13,98.32,151.56,203.09,73.51,77.974
2023-06-14,98.328,151.97,200.93,73.85,77.93
2023-06-15,98.337,151.29,204.24,73.43,77.722
2023-06-16,98.345,152.5,203.64,74.42,78.044
2023-06-19,98.345,152.5,203.64,74.42,78.044
2023-06-20,98.38,150.71,201.32,73.48,77.376
2023-06-21,98.389,150.88,202.07,73.2,76.93
2023-06-22,98.398,149.71,200.99,72.61,76.87
2023-06-23,98.398,149.71,200.99,72.61,76.87
2023-06-26,98.432,148.1,200.97,72.45,76.765
2023-06-27,98.442,149.39,202.75,72.78,76.64
2023-06-28,98.451,150.65,202.54,73.51,77.39
2023-06-29,98.46,151.7,204.65,73.74,77.78
2023-06-30,98.46,153.44,206.54,74.56,78.595
2023-07-03,98.491,153.62,207.76,74.57,78.666
2023-07-04,98.491,153.62,207.76,74.57,78.666
2023-07-05,98.511,152.33,207.16,73.74,78.881
2023-07-06,98.52,148.45,204.54,71.47,77.935
2023-07-07,98.528,150.05,208.18,71.77,77.765
2023-07-10,98.555,150.97,209.55,72.12,77.365
2023-07-11,98.565,152.47,212.76,72.82,77.54
2023-07-12,98.573,154.76,212.63,74.01,77.705
2023-07-13,98.584,155.61,213.29,74.36,77.424
2023-07-14,98.584,155.61,213.29,74.36,77.424
2023-07-17,98.621,153.87,209.29,73.56,77.575
2023-07-18,98.63,154.59,212.73,73.85,77.95
2023-07-19,98.639,154.58,215.3,73.96,78.735
2023-07-20,98.648,155.39,215.85,74.53,78.81
2023-07-21,98.656,155.05,216.26,74.97,78.95
2023-07-24,98.683,155.96,218.3,74.92,79.31
2023-07-25,98.692,156.04,218.45,74.79,79.71
2023-07-26,98.701,155.9,218.97,73.88,79.42
2023-07-27,98.711,157.77,216.41,75.43,80.555
2023-07-28,98.72,158.17,217.07,75.55,80.25
2023-07-31,98.747,159.1,219.28,75.67,80.19
2023-08-01,98.756,158.01,218.34,74.71,80.419
2023-08-02,98.764,156.12,216.71,73.81,79.813
2023-08-03,98.774,155.47,216.75,73.24,79.39
2023-08-04,98.784,156.23,217.68,73.87,79.087
2023-08-07,98.813,156.74,218.58,73.87,78.895
2023-08-08,98.822,155.23,220.33,73.37,78.78
2023-08-09,98.831,156.21,220.02,73.88,78.625
2023-08-10,98.84,157.47,218.74,74.99,78.86
2023-08-11,98.85,155.59,220.37,74.03,78.417
2023-08-14,98.88,155.82,219.48,74.13,79.109
2023-08-15,98.88,155.82,219.48,74.13,79.109
2023-08-16,98.898,153.68,214.84,73.29,78.685
2023-08-17,98.908,152.33,212.99,72.68,78.11
2023-08-18,98.917,151.34,213.68,72.3,77.435
2023-08-21,98.945,151.81,213.45,72.65,77.555
2023-08-22,98.955,152.81,212.59,73.06,78.355
2023-08-23,98.965,153.42,213.38,73.08,78.81
2023-08-24,98.974,152.52,212.1,72.78,78.605
2023-08-25,98.983,152.55,212.16,72.95,78.57
2023-08-28,99.012,154.53,213.7,73.98,79.06
2023-08-29,99.021,155.59,216.47,74.5,79.747
2023-08-30,99.031,155.6,216.66,74.41,79.775
2023-08-31,99.04,155.51,216.02,73.9,80.63
2023-09-01,99.05,155.68,217.84,73.71,80.835
2023-09-04,99.05,155.68,217.84,73.71,80.835
2023-09-05,99.088,155.21,215.57,73.31,81.21
2023-09-06,99.098,154.08,214.44,72.71,80.531
2023-09-07,99.108,153.12,212.59,72.7,80.4
2023-09-08,99.117,153.62,212.68,73.16,80.701
2023-09-11,99.146,154.35,213.53,73.48,80.494
2023-09-12,99.157,154.27,215.28,73.24,80.625
2023-09-13,99.167,153.64,214.23,72.89,80.606
2023-09-14,99.176,155.6,216.34,73.83,81.504
2023-09-15,99.186,156.02,215.44,74.46,80.91
2023-09-18,99.213,154.15,214.81,73.38,80.715
2023-09-19,99.223,154.64,214.37,73.44,80.145
2023-09-20,99.233,155.93,213.63,74.07,80.338
2023-09-21,99.243,154.05,211.17,72.81,79.035
2023-09-22,99.253,153.25,209.87,72.57,79.0
2023-09-25,99.285,152.43,211.42,72.02,79.005
2023-09-26,99.296,151.47,208.19,71.46,78.38
2023-09-27,99.306,152.23,209.01,71.43,78.61
2023-09-28,99.316,152.93,210.01,71.93,78.715
2023-09-29,99.325,152.92,208.81,72.11,78.89
2023-10-02,99.357,151.01,205.21,71.4,79.02
2023-10-03,99.368,149.18,202.28,70.79,78.17
2023-10-04,99.378,148.47,199.9,70.64,78.025
2023-10-05,99.389,147.66,200.3,70.68,77.78
2023-10-06,99.399,149.25,201.48,71.33,78.22
2023-10-09,99.428,148.8,204.36,70.92,78.965
2023-10-10,99.439,151.52,206.41,72.31,79.92
2023-10-11,99.449,151.82,205.84,71.98,79.455
2023-10-12,99.459,151.67,202.8,71.74,80.255
2023-10-13,99.47,149.58,203.86,70.7,79.866
2023-10-16,99.501,150.36,205.69,70.9,80.35
2023-10-17,99.501,150.36,205.69,70.9,80.35
2023-10-18,99.522,148.76,205.51,70.32,79.78
2023-10-19,99.532,147.16,204.42,69.89,78.925
2023-10-20,99.542,144.42,201.84,68.88,77.32
2023-10-23,99.572,144.58,199.71,69.18,77.075
2023-10-24,99.583,145.14,200.93,69.63,77.58
2023-10-25,99.593,143.66,199.45,69.8,77.11
2023-10-26,99.603,143.37,199.24,69.59,76.39
2023-10-27,99.613,142.68,195.08,68.72,75.72
2023-10-30,99.646,143.34,197.45,69.03,75.644
2023-10-31,99.655,144.09,198.95,69.61,76.495
2023-11-01,99.655,144.09,198.95,69.61,76.495
2023-11-02,99.675,146.33,204.87,71.35,78.48
2023-11-03,99.686,146.78,207.26,71.27,78.79
2023-11-06,99.716,146.52,205.66,70.97,78.7
2023-11-07,99.727,145.51,204.08,70.73,79.445
2023-11-08,99.738,145.64,202.57,71.2,79.155
2023-11-09,99.748,146.44,200.6,71.94,79.349
2023-11-10,99.758,146.15,202.08,71.25,79.425
2023-11-13,99.794,147.45,202.26,71.74,79.95
2023-11-14,99.805,148.75,208.72,72.76,80.355
2023-11-15,99.816,149.2,208.95,73.02,80.59
2023-11-16,99.826,147.94,206.54,72.55,80.225
2023-11-17,99.836,149.62,209.53,73.23,80.28
2023-11-20,99.867,150.43,210.22,73.3,80.355
2023-11-21,99.878,149.6,210.17,73.12,80.395
2023-11-22,99.888,149.81,210.78,73.44,81.27
2023-11-23,99.888,149.81,210.78,73.44,81.27
2023-11-24,99.909,150.43,212.3,73.77,80.791
2023-11-27,99.941,149.27,211.2,73.58,80.735
2023-11-28,99.952,149.45,210.9,73.45,80.49
2023-11-29,99.962,149.76,212.06,73.61,80.6
2023-11-30,99.972,150.31,214.34,74.0,80.86
2023-12-01,99.983,151.92,217.18,74.35,81.675
2023-12-04,100.014,150.85,216.63,74.3,81.602
2023-12-05,100.023,150.84,214.61,74.79,82.135
2023-12-06,100.034,151.57,213.14,75.36,82.071
2023-12-07,100.044,151.2,214.38,75.27,82.308
2023-12-08,100.054,152.96,215.5,76.19,82.82
2023-12-11,100.087,153.02,215.04,76.45,83.116
2023-12-12,100.097,152.9,213.9,74.29,83.237
2023-12-13,100.108,153.33,218.14,74.19,83.649
2023-12-14,100.118,155.16,223.29,74.61,83.29
2023-12-15,100.128,155.76,221.4,74.9,84.009
2023-12-18,100.159,155.46,221.76,74.57,84.243
2023-12-19,100.17,156.26,225.06,74.68,84.21
2023-12-20,100.18,156.12,221.74,74.79,84.465
2023-12-21,100.19,156.61,224.32,74.65,83.63
2023-12-22,100.201,156.62,224.64,74.61,83.929
2023-12-25,100.201,156.62,224.64,74.61,83.929
2023-12-26,100.201,156.62,224.64,74.61,83.929
2023-12-27,100.201,156.62,224.64,74.61,83.929
2023-12-28,100.265,156.49,226.54,74.23,83.895
2023-12-29,100.276,156.71,225.49,74.26,83.58
2024-01-01,100.276,156.71,225.49,74.26,83.58
2024-01-02,100.315,157.32,227.32,74.28,84.045
2024-01-03,100.32,155.73,226.07,73.07,83.87
2024-01-04,100.336,157.85,225.27,73.48,83.657
2024-01-05,100.346,157.38,227.71,73.19,83.432
2024-01-08,100.378,157.58,227.51,73.39,83.572
2024-01-09,100.39,157.05,225.31,73.21,84.445
2024-01-10,100.4,156.61,224.48,73.17,84.428
2024-01-11,100.41,156.09,223.4,72.81,84.202
2024-01-12,100.421,157.66,223.66,73.56,84.64
2024-01-15,100.421,157.66,223.66,73.56,84.64
2024-01-16,100.462,155.63,221.75,72.93,85.262
2024-01-17,100.462,155.63,221.75,72.93,85.262
2024-01-18,100.483,155.53,218.99,73.05,85.185
2024-01-19,100.493,154.98,219.8,72.69,85.695
2024-01-22,100.526,155.96,222.21,73.08,86.64
2024-01-23,100.538,156.17,223.63,72.82,86.89
2024-01-24,100.548,157.58,222.7,73.52,87.205
2024-01-25,100.559,158.12,224.25,73.61,87.76
2024-01-26,100.569,158.88,224.59,75.29,87.591
2024-01-29,100.599,158.32,225.4,75.36,87.995
2024-01-30,100.61,158.4,225.39,75.76,88.305
2024-01-31,100.62,158.38,222.72,75.51,87.454
2024-02-01,100.63,157.34,224.1,74.84,87.18
2024-02-02,100.64,157.41,222.08,74.88,89.094
2024-02-05,100.674,156.26,218.99,74.88,89.303
2024-02-06,100.684,158.19,220.81,75.37,89.425
2024-02-07,100.695,157.09,220.65,75.16,89.905
2024-02-08,100.705,156.74,220.71,75.65,90.093
2024-02-09,100.715,157.31,220.69,75.46,90.26
2024-02-12,100.747,158.32,224.12,75.89,91.051
2024-02-13,100.758,157.2,219.71,75.23,90.12
2024-02-14,100.769,158.78,221.76,75.77,90.134
2024-02-15,100.78,159.62,225.43,76.43,90.53
2024-02-16,100.791,160.43,224.09,76.63,90.8
2024-02-19,100.791,160.43,224.09,76.63,90.8
2024-02-20,100.834,160.22,223.14,76.94,89.425
2024-02-21,100.844,160.84,223.97,77.09,89.325
2024-02-22,100.855,162.56,224.96,78.04,91.141
2024-02-23,100.867,163.28,224.96,78.58,91.525
2024-02-26,100.898,162.71,223.95,78.25,91.15
2024-02-27,100.909,162.79,224.07,78.47,90.856
2024-02-28,100.919,162.38,222.58,78.46,91.09
